,title,property_type,location,price,price_category,bedroom,bathroom,price_per_bedroom,added_date,updated_date,month_added,state
7587,Luxurious 3 Bedroom Duplex +bq In A Serene Environment,house,"de signature luxury apartment, abule egba, agege, lagos",175000000.0,high,3.0,3.0,58333333.33,2026-08-01,2026-01-21,2026-08,Lagos
7588,Luxuriously Built 2 Bedroom Apartment In A World Class Environment,flat/apartment,"27, signature apartments, abule egba, agege, lagos",60000000.0,high,2.0,2.0,30000000.0,2025-09-06,2026-01-21,2025-09,Lagos
7589,Newly Built Luxury 3 Bedroom,flat/apartment,"sangotedo, ajah, lagos",50000000.0,mid,3.0,3.0,16666666.67,,2026-01-20,NaT,Lagos
7590,Brand New 4 Bedroom Terraced Duplex,terraced duplex,"adeniyi jones, ikeja, lagos",360000000.0,high,4.0,,90000000.0,,2026-01-25,NaT,Lagos
7591,Newly Built 2 Bedroom,flat/apartment,"ologolo, lekki, lagos",140000000.0,high,2.0,2.0,70000000.0,,2026-01-25,NaT,Lagos
7592,Luxury 4 Blocks Of 3 Bedroom Flats,flat/apartment,"bogije, ibeju lekki, lagos",70000000.0,high,3.0,4.0,23333333.33,,2026-01-20,NaT,Lagos
7593,"Exquisite 5-bedroom Duplex With Bq, Gym, Cimema, Pool",house,"chevron toll gate, lekki, lagos",520000000.0,high,5.0,5.0,104000000.0,,2026-01-25,NaT,Lagos
7594,Brand New 4 Bedroom Semi Detached With Bq Self Compound Very Standard,semi detached duplex,"ologolo lekki, lekki, lagos",200000000.0,high,4.0,4.0,50000000.0,,2026-01-25,NaT,Lagos
7595,Brand New  5 Bedroom Fully Detached Duplex With Bq Luxury Or Nothing,fully detached,"ologolo lekki lagos, lekki, lagos",300000000.0,high,5.0,5.0,60000000.0,,2026-01-25,NaT,Lagos
7596,Luxury 4 Bedroom Semi Detached Duplex With Bq,semi detached duplex,"ikota, lekki, lagos",150000000.0,high,4.0,,37500000.0,,2026-01-25,NaT,Lagos
7597,Brand New 5 Bedroom Terraced Duplex,terraced duplex,"ajao estate, off international airport road, isolo, lagos",260000000.0,high,5.0,,52000000.0,,2026-01-25,NaT,Lagos
7598,Luxury 3 Bedroom Flat With Excellent Finishing,flat/apartment,"awoyaya, ajah, lagos",48000000.0,mid,3.0,4.0,16000000.0,,2026-01-20,NaT,Lagos
7599,A Unique 3 Bedroom With 100% Efficiency,flat/apartment,"24/26 bluestone estate, mowe town, ogun",75000000.0,high,3.0,3.0,25000000.0,,2026-01-21,NaT,Ogun
7600,"250sqm Large Double Volume 3 Bedroom Penthouse, Gym, Office, Bq",land,"off admiralty way, lekki phase 1, lekki, lagos",350000000.0,high,3.0,4.0,116666666.7,,2025-12-27,NaT,Lagos
7601,Lovely 5 Bedroom Fully Detached Duplex With Bq,fully detached,"opebi, ikeja, lagos",550000000.0,high,5.0,5.0,110000000.0,,2026-01-25,NaT,Lagos
7602,"Very Spacious 2 Bedroom Apartment With Bq, Pool, Elevator, Gym",flat/apartment,"lekki phase 1, lekki, lagos",240000000.0,high,2.0,2.0,120000000.0,,2026-01-25,NaT,Lagos
7603,"5 Bedroom Fully Detached Duplex+ Bq, Cinema, & Swimming Pool",fully detached,"inside a great and call to access estate in ikota lekki lagos, lekki phase 2, lekki, lagos",550000000.0,high,5.0,5.0,110000000.0,,2026-01-25,NaT,Lagos
7604,Beautiful 5 Bedroom Detached Duplex With Outdoor L Shaped Pool,detached duplex,"osapa, lekki, lagos",1900000000.0,high,5.0,5.0,380000000.0,,2026-01-25,NaT,Lagos
7605,Beautiful Built 3 Bedroom Terrace Duplex.,house,"oko-oba, agege, lagos",140000000.0,high,3.0,4.0,46666666.67,,2026-01-25,NaT,Lagos
7606,5 Bedroom With Swimming Pool & Cinema,flat/apartment,"ologolo, lekki, lagos",420000000.0,high,5.0,5.0,84000000.0,,2026-01-25,NaT,Lagos
7607,Newly Built 2 Bedroom,flat/apartment,"ologolo, lekki, lagos",140000000.0,high,2.0,2.0,70000000.0,,2026-01-25,NaT,Lagos
7608,Christmas Discount On Land,land,"moniya, ibadan, oyo",1800000.0,low,,,,,2026-01-25,NaT,Oyo
7609,A Block Of 6 Nos 3 Bedroom Flats,flat/apartment,"south west, ikoyi, lagos",2800000000.0,high,3.0,3.0,933333333.3,,2026-01-25,NaT,Lagos
7610,2 Units Of 1 Bedroom With Extra 600sqm Of Land,land,"arab road, kubwa, abuja",65000000.0,high,2.0,3.0,32500000.0,,2026-01-25,NaT,Abuja
7611,4 Bedroom Fully Detached Duplex,fully detached,"chikakorie, kubwa, abuja",150000000.0,high,4.0,5.0,37500000.0,,2026-01-25,NaT,Abuja
7612,Partially Furnished 4 Bedroom Terraced Duplex,terraced duplex,"guzape district, abuja",350000000.0,high,4.0,2.0,87500000.0,,2026-01-25,NaT,Abuja
7613,Distressed 3 Bedroom Flat,flat/apartment,"jahi, abuja",90000000.0,high,3.0,4.0,30000000.0,,2026-01-25,NaT,Abuja
7614,2357sqm Of Land On A Tarred Road,land,"gilmore, jahi, abuja",1300000000.0,high,,,,2025-10-06,2026-01-25,2025-10,Abuja
7615,3 Bed Apartment With Bq,flat/apartment,"maryland, lagos",150000000.0,high,3.0,4.0,50000000.0,,2026-01-25,NaT,Lagos
7616,4bedroom Semi - Detached Duplex +bq,detached duplex,"ajah lekki lagos, lekki, lagos",120000000.0,high,4.0,4.0,30000000.0,2025-03-11,2026-01-25,2025-03,Lagos
7617,900sqm But 1200sqm On Ground In Maitama Main,land,"ministers hill, maitama district, abuja",1500000000.0,high,,,,,2026-01-25,NaT,Abuja
7618,5-bedroom Semi-detached Duplex,semi detached duplex,"cowrie creek estate, ikate, lekki, lagos",980000000.0,high,5.0,5.0,196000000.0,2025-11-09,2025-12-29,2025-11,Lagos
7619,"Very Spacious 2 Bedroom Apartment With Bq, Pool, Elevator, Gym",flat/apartment,"lekki phase 1, lekki, lagos",240000000.0,high,2.0,2.0,120000000.0,,2026-01-25,NaT,Lagos
7620,Newly Built Virgin House 5 Bedroom Terrace Duplex With Bq,house,"area 11, garki, abuja",380000000.0,high,5.0,5.0,76000000.0,,2026-01-23,NaT,Abuja
7621,"Luxury 7 Bedroom Fully Detached Mansion With Pool, Bq , Penthouse",fully detached,"katampe extension, katampe, abuja",2100000000.0,high,7.0,7.0,300000000.0,,2026-01-23,NaT,Abuja
7622,"Luxury 3 Bedroom Apartment With Bq, Elevator, Central Generator",flat/apartment,"katampe (main), katampe, abuja",200000000.0,high,3.0,3.0,66666666.67,,2026-01-23,NaT,Abuja
7623,Semi Furnished 3 Bedroom Semi Detached Duplex With Solar And Ac's,semi detached duplex,"jabi, mbora (nbora), abuja",180000000.0,high,3.0,3.0,60000000.0,,2026-01-23,NaT,Abuja
7624,"Luxury 4 Bedroom Terrace Duplex With Bq, Rooftop Lounge",house,"jabi, abuja",400000000.0,high,4.0,4.0,100000000.0,,2026-01-23,NaT,Abuja
7625,"Luxury 4 Bedroom Townhome With Bq, Elevator, Gym, Cctv",flat/apartment,"jabi, abuja",850000000.0,high,4.0,4.0,212500000.0,,2026-01-23,NaT,Abuja
7626,Newly Built 5 Bedroom Detached Duplex With Bq In A Mini Estate,detached duplex,"guzape district, abuja",550000000.0,high,5.0,5.0,110000000.0,,2026-01-23,NaT,Abuja
7627,4 Bedroom Terrace Duplex With Bq With Payment Plan,house,"kaura, abuja",200000000.0,high,4.0,4.0,50000000.0,,2026-01-23,NaT,Abuja
7628,Spacious 3 Bedroom Apartment With Bq,flat/apartment,"dakibiyu, wuye, abuja",150000000.0,high,3.0,3.0,50000000.0,,2026-01-23,NaT,Abuja
7629,Luxury 4 Bedroom Fully Detached Duplex With Bq And Swimming Pool,fully detached,"lokogoma district, abuja",450000000.0,high,4.0,4.0,112500000.0,,2026-01-23,NaT,Abuja
7630,Lovely 3 Bedroom Semi Detached Duplex In A Secured Location.,semi detached duplex,"ikeja, lagos",370000000.0,high,3.0,4.0,123333333.3,,2026-01-25,NaT,Lagos
7631,Luxury 4 Bedroom Semi Detached Duplex With Bq,semi detached duplex,"paradise phase 2, life camp, abuja",170000000.0,high,4.0,4.0,42500000.0,,2026-01-23,NaT,Abuja
7632,Lovely 3 Bedroom Apartment In A Serene Environment (1 Unit Left),flat/apartment,"surulere, lagos",90000000.0,high,3.0,4.0,30000000.0,,2026-01-25,NaT,Lagos
7633,"Corner Unit Furnished 4 Bedroom Terrace With Bq, Inverter, Cctv, Ac",flat/apartment,"life camp, abuja",350000000.0,high,4.0,4.0,87500000.0,,2026-01-23,NaT,Abuja
7634,"Luxury 4 Bedroom Fully Detached Duplex With Bq, Pool, Rooftop Lounge",fully detached,"asokoro district, abuja",1300000000.0,high,4.0,4.0,325000000.0,,2026-01-23,NaT,Abuja
7635,"Luxury 7 Bedroom Fully Detached Mansion With Bq, Elevator, Pool, Gym",fully detached,"maitama district, abuja",6000000000.0,high,7.0,7.0,857142857.1,,2026-01-23,NaT,Abuja
7636,Off Plan 6 Bedroom Semi Detached Duplex With Bq,semi detached duplex,"gilmore, jahi, abuja",700000000.0,high,6.0,6.0,116666666.7,,2026-01-23,NaT,Abuja
7637,Luxury 5 Bedroom Detached Duplex,detached duplex,"kado, abuja",800000000.0,high,5.0,5.0,160000000.0,,2026-01-23,NaT,Abuja
7638,"Off Plan, Elegant 1 Bedroom Flat With Bq, Concierge, Pool And Gym",flat/apartment,"ahmadu bello way, victoria island (vi), lagos",195000000.0,high,1.0,1.0,195000000.0,2025-04-06,2025-12-27,2025-04,Lagos
7639,Well Structured And Serviced Land Measuring 800sqms Available,land,"orange island phase 1, lekki phase 1, lekki, lagos",650000000.0,high,,,,,2026-01-25,NaT,Lagos
7640,Two Wings Of 5 Bedroom Duplex With Bq,house,"lekki phase 1, lekki, lagos",1100000000.0,high,5.0,,220000000.0,,2026-01-25,NaT,Lagos
7641,Office Complex In Wuse Zone 1,plaza / complex / mall,"zone 1, wuse, abuja",2000000000.0,high,,38.0,,,2026-01-25,NaT,Abuja
7642,4 Bedroom Semi Detached Duplex,semi detached duplex,"crown estate, sangotedo, ajah, lagos",170000000.0,high,4.0,,42500000.0,,2026-01-25,NaT,Lagos
7643,Standard 3 Bedroom Decking House All En-suite,flat/apartment,"via ojodu berger, akute, ifo, ogun",35000000.0,mid,3.0,3.0,11666666.67,,2026-01-25,NaT,Ogun
7644,Blocks Of Flats On A Full Plots Available,land,"via akute, olambe, ifo, ogun",38000000.0,mid,3.0,3.0,12666666.67,,2026-01-25,NaT,Ogun
7645,Newly Built And Spacious 5 Bedroom Fully Detached Duplex,fully detached,"opic, isheri north, lagos",260000000.0,high,5.0,5.0,52000000.0,,2026-01-25,NaT,Lagos
7646,Elegant 2bedroom Apartment,flat/apartment,"ikate, lekki, lagos",180000000.0,high,2.0,2.0,90000000.0,,2026-01-25,NaT,Lagos
7647,Elegant 4bedroom,flat/apartment,"ikate, lekki, lagos",450000000.0,high,4.0,4.0,112500000.0,,2026-01-25,NaT,Lagos
7648,Newly Built 4bedroom Semi Detached Duplex With Initial Deposit Of 20%,semi detached duplex,"lekki phase 1 by freedom way, lekki, lagos",650000000.0,high,4.0,4.0,162500000.0,,2026-01-25,NaT,Lagos
7649,Very Solid 4 Bedroom Semi Detached Duplex With Bq,semi detached duplex,"surulere, lagos",265000000.0,high,4.0,5.0,66250000.0,,2026-01-25,NaT,Lagos
7650,Lovely 4 Bedroom Semi Detached Duplex With A Room Bq,semi detached duplex,"gbagada, lagos",360000000.0,high,4.0,5.0,90000000.0,,2026-01-25,NaT,Lagos
7651,Luxury 6bedroom,flat/apartment,"northern foreshore, lekki, lagos",550000000.0,high,6.0,6.0,91666666.67,,2026-01-25,NaT,Lagos
7652,6 Units Of 3 Bedroom Flats With Land Measuring 1300sqm,land,"off allen, ikeja, lagos",1000000000.0,high,3.0,3.0,333333333.3,,2026-01-25,NaT,Lagos
7653,Luxury 5bedroom,flat/apartment,"general paint, ajah, lagos",100000000.0,high,5.0,5.0,20000000.0,,2026-01-25,NaT,Lagos
7654,Captivating 4bedroom,flat/apartment,"ikoyi, lagos",1200000000.0,high,4.0,4.0,300000000.0,,2026-01-25,NaT,Lagos
7655,4 Bedroom Terrace Duplex With Bq In A Serene Environment,house,"wuse, abuja",300000000.0,high,4.0,4.0,75000000.0,,2026-01-23,NaT,Abuja
7656,Luxury 4 Bedroom Terrace Duplex With Bq,house,"life camp, abuja",280000000.0,high,4.0,4.0,70000000.0,,2026-01-23,NaT,Abuja
7657,650 Sqm Prime Land,land,"orange island, lekki, lagos",500000000.0,high,,,,,2026-01-20,NaT,Lagos
7658,Elegantly Built 5 Bedroom Fully Detached House,fully detached,"lekki phase 1, lekki, lagos",1200000000.0,high,5.0,5.0,240000000.0,,2026-01-25,NaT,Lagos
7659,Well Structured And Serviced Land Measuring 800sqms Available,land,"orange island phase 1, lekki phase 1, lekki, lagos",650000000.0,high,,,,,2026-01-25,NaT,Lagos
7660,5 Bedroom Detached House Available,flat/apartment,"gra, ogudu, lagos",350000000.0,high,5.0,5.0,70000000.0,,2026-01-25,NaT,Lagos
7661,Newly Built 5 Bedroom Detached Smart House,flat/apartment,"gra, ogudu, lagos",650000000.0,high,5.0,5.0,130000000.0,,2026-01-25,NaT,Lagos
7662,4 Bedroom Semi Detached Duplex,semi detached duplex,"crown estate, sangotedo, ajah, lagos",170000000.0,high,4.0,,42500000.0,,2026-01-25,NaT,Lagos
7663,Newly Built And Spacious 5 Bedroom Fully Detached Duplex,fully detached,"opic, isheri north, lagos",260000000.0,high,5.0,5.0,52000000.0,,2026-01-25,NaT,Lagos
7664,5 And 4 Bedrooms Duplex And 2 Units Of 2 Bedrooms Flat,house,"olokonla, ajah, lagos",150000000.0,high,13.0,13.0,11538461.54,,2026-01-25,NaT,Lagos
7665,Lovely 4 Bedroom Semi Detached Duplex With A Room Bq,semi detached duplex,"gbagada, lagos",400000000.0,high,4.0,5.0,100000000.0,,2026-01-25,NaT,Lagos
7666,Luxury 1 Bedroom With Excellent Facilities,flat/apartment,"ozumba mbadiwe, victoria island (vi), lagos",520000000.0,high,1.0,1.0,520000000.0,,2026-01-19,NaT,Lagos
7667,Luxury 3 Bedroom Flats With A Water View,flat/apartment,"ahmadu bello way, new coastal road, victoria island (vi), lagos",400000000.0,high,3.0,3.0,133333333.3,2025-08-07,2025-12-02,2025-08,Lagos
7668,Luxury 2 Bedrooms Available,flat/apartment,"20 ozumba mbadiwe, victoria island (vi), lagos",620000000.0,high,2.0,2.0,310000000.0,,2026-01-19,NaT,Lagos
7669,Luxury 5bedroom,flat/apartment,"ajah, lagos",95000000.0,high,5.0,5.0,19000000.0,,2026-01-25,NaT,Lagos
7670,Well Designed 5bedroom,flat/apartment,"orchid, lekki, lagos",650000000.0,high,5.0,5.0,130000000.0,,2026-01-25,NaT,Lagos
7671,Newly Built 2 Bedroom Apartment In A Serene Location.,flat/apartment,"surulere, lagos",65000000.0,high,2.0,3.0,32500000.0,,2026-01-25,NaT,Lagos
7672,Luxury 5 Bedroom Fully Detached Duplex On Two Floors,fully detached,"chevron, lekki, lagos",700000000.0,high,5.0,,140000000.0,,2026-01-25,NaT,Lagos
7673,Spacious Sparking 4 Bedrom Duplex With Bq With Pool Gym Children Pg,house,"orchid road lekki before road about, lekki, lagos",170000000.0,high,4.0,4.0,42500000.0,,2026-01-25,NaT,Lagos
7674,Blocks Of Flats Available,flat/apartment,"along bayeku road, ikorodu, lagos",70000000.0,high,2.0,2.0,35000000.0,,2026-01-25,NaT,Lagos
7675,2 Bedroom Terrace Duplex,house,"kubwa, abuja",72000000.0,high,2.0,2.0,36000000.0,,2026-01-25,NaT,Abuja
7676,Newly Built 4bedroom Semi Detached Duplex With Initial Deposit Of 20%,semi detached duplex,"lekki phase 1 by freedom way, lekki, lagos",650000000.0,high,4.0,4.0,162500000.0,,2026-01-25,NaT,Lagos
7677,Very Solid 4 Bedroom Semi Detached Duplex With Bq,semi detached duplex,"surulere, lagos",265000000.0,high,4.0,5.0,66250000.0,,2026-01-25,NaT,Lagos
7678,2 Bedroom Apartment,flat/apartment,"ikate, lekki, lagos",160000000.0,high,2.0,2.0,80000000.0,2026-07-01,2026-01-21,2026-07,Lagos
7679,Lovely 3 Bedroom Semi Detached Duplex With Bq,semi detached duplex,"oregun, ikeja, lagos",370000000.0,high,3.0,3.0,123333333.3,,2026-01-25,NaT,Lagos
7680,Architecturally Designed 4 Bed Terrace Duplex With Bq In A Gated Estat,house,"ikeja,lagos, ogba, ikeja, lagos",250000000.0,high,4.0,5.0,62500000.0,,2026-01-25,NaT,Lagos
7681,"682.7 Sqm Off Freedom Way, Lekki, Lagos",land,"off freedom way, lekki, lagos, lekki phase 1, lekki, lagos",512000000.0,high,,,,,2026-01-25,NaT,Lagos
7682,"Aesthetically Pleasing 2 Bedroom Apartment With Swimming Pool, Elevato",flat/apartment,"a very sweet 2 bedroom apartment good for airbnb in lekki phase 1, lekki phase 1, lekki, lagos",290000000.0,high,2.0,,145000000.0,,2026-01-25,NaT,Lagos
7683,"Very Spacious 2 Bedroom Apartment  With Bq, Swimming Pool,elevator,gym",flat/apartment,"sophisticated 2 bedroom in a serene environment lekki phase 1, lekki phase 1, lekki, lagos",240000000.0,high,2.0,,120000000.0,,2026-01-25,NaT,Lagos
7684,6 Bedroom Duplex With 2 Bq,house,"banana island, ikoyi, lagos",8800000000.0,high,6.0,6.0,1466666667.0,2025-08-08,2026-01-25,2025-08,Lagos
7685,Completed 6 Block Of 3&2 Bedroom Flat  On Full Plot Of Land,land,"unity estate agric owutu ikorodu, agric, ikorodu, lagos",90000000.0,high,3.0,2.0,30000000.0,,2026-01-25,NaT,Lagos
7686,5 Bedroom Detached Duplex+ Bq,detached duplex,"ikota, lekki, lagos",230000000.0,high,5.0,5.0,46000000.0,2025-05-11,2026-01-25,2025-05,Lagos
7687,"250000 Sqm Direct Frontage On Freedom Way Express Road, Ikate, Lekki,",land,"direct frontage on freedom way express road, ikate, lekki,, ikate, lekki, lagos",25000000000.0,high,,,,,2026-01-25,NaT,Lagos
7688,"795 Sqm Cowrie Creek Estate, Ikate, Lekki, Lagos",land,"cowrie creek estate, ikate, lekki, lagos, ikate, lekki, lagos",850000000.0,high,,,,,2026-01-25,NaT,Lagos
7689,"811 Sqm Cowrie Creek Estate, Ikate, Lekki, Lagos",land,"cowrie creek estate, ikate, lekki, lagos, ikate, lekki, lagos",950000000.0,high,,,,,2026-01-25,NaT,Lagos
7690,Distress 4-bedroom Terrace Duplex In A Nice Neighborhood,house,"guzape main, guzape district, abuja",180000000.0,high,4.0,4.0,45000000.0,,2026-01-25,NaT,Abuja
7691,"1,427 Sqm Semi-detached Ligali Ayorinde Street, Victoria Island, Lagos",land,"off ligali ayorinde street, victoria island, lagos, victoria island (vi), lagos",2854000000.0,high,,,,,2026-01-25,NaT,Lagos
7692,Nice  Semi Finished 4 Bedroom Terrace Duplex With Bq,house,"maitama, maitama district, abuja",800000000.0,high,4.0,4.0,200000000.0,,2026-01-25,NaT,Abuja
7693,5-bedrooms Fully Detached Duplex,fully detached,"presidential villa, asokoro district, abuja",3500000000.0,high,5.0,5.0,700000000.0,,2026-01-25,NaT,Abuja
7694,Contemporary 4 Bedroom Maisonette In A Call To Access Estate,flat/apartment,"maryland, lagos",700000000.0,high,4.0,4.0,175000000.0,,2026-01-25,NaT,Lagos
7695,"Majestic 5-bedroom Duplex With A Swimming Pool, Bq  In Chevron",house,"massive 5 bedroom duplex with rooftop in a secured place, chevron, lekki, lagos",600000000.0,high,5.0,,120000000.0,,2026-01-25,NaT,Lagos
7696,Majestic 5-bedroom Duplex With Swimming Pool In Chevron Lekki,house,"secured estate ã¢â€â“ enjoy 24/7 security, serene roads, chevron lekki, lekki, lagos",450000000.0,high,5.0,,90000000.0,,2026-01-25,NaT,Lagos
7697,Lovely 4 Bedroom Semi Detached Duplex With A Room Bq,semi detached duplex,"gbagada, lagos",400000000.0,high,4.0,5.0,100000000.0,,2026-01-25,NaT,Lagos
7698,Luxury 1 Bedroom With Excellent Facilities,flat/apartment,"ozumba mbadiwe, victoria island (vi), lagos",520000000.0,high,1.0,1.0,520000000.0,,2026-01-19,NaT,Lagos
7699,"8th Floor Pent-floor 2 Bedrooms Luxury Flat With Bq, Pool And Gym",flat/apartment,"off ahmadu bello way, victoria island (vi), lagos",400000000.0,high,2.0,2.0,200000000.0,2025-11-09,2026-01-10,2025-11,Lagos
7700,Presidential 6 Bedroom House,flat/apartment,"close to pinnock beach estate, osapa, lekki, lagos",1400000000.0,high,6.0,6.0,233333333.3,,2026-01-23,NaT,Lagos
7701,Serviced 4 Bedroom Duplex + Room Bq,house,"oniru, victoria island (vi), lagos",450000000.0,high,4.0,4.0,112500000.0,,2026-01-25,NaT,Lagos
7702,6 Bedroom Duplex With 2 Bq,house,"banana island, ikoyi, lagos",8800000000.0,high,6.0,6.0,1466666667.0,2025-08-08,2026-01-25,2025-08,Lagos
7703,2 Bedroom Apartment With Bq,flat/apartment,"parkview, ikoyi, lagos",400000000.0,high,2.0,2.0,200000000.0,,2026-01-25,NaT,Lagos
7704,"27,900 Sqm (30 Plots Of 100x100)",land,"benin, oredo, edo",6000000000.0,high,,,,,2026-01-25,NaT,Edo
7705,Waterfront 2bedrooms Flat,flat/apartment,"oshborne phase2, osborne, ikoyi, lagos",197000000.0,high,2.0,2.0,98500000.0,,2026-01-25,NaT,Lagos
7706,Luxurious Signature 4 Bedroom Duplex,house,"abuja estate world bank housing, new owerri, owerri municipal, imo",200000000.0,high,4.0,4.0,50000000.0,,2026-01-25,NaT,Abuja
7707,Ditress 3 Bedroom Duplex Fully Furnished Good For Short Air B And B,house,"ikota, lekki, lagos",100000000.0,high,3.0,3.0,33333333.33,,2026-01-25,NaT,Lagos
7708,Ditress Sell Gud Deal 2 Bedroom Flat In A Very Gud Neighborhood,flat/apartment,"ikate, lekki, lagos",148000000.0,high,2.0,2.0,74000000.0,,2026-01-09,NaT,Lagos
7709,Spacious Nice 2 Bedroom Apartment Good For Commercial Etc,flat/apartment,"lekki, lagos",70000000.0,high,2.0,2.0,35000000.0,,2026-01-25,NaT,Lagos
7710,Experience Brand New Luxury 4 Bedroom Duplex With Bq Self Compound,house,"orchid road, lekki, lagos",155000000.0,high,4.0,4.0,38750000.0,,2026-01-14,NaT,Lagos
7711,Luxury 5  Bedroom Duplex Fully Detached,fully detached,"bera estate chevron drive, lekki, lagos",300000000.0,high,5.0,5.0,60000000.0,,2026-01-09,NaT,Lagos
7712,Newly Built 5 Bedroom Detached Duplex With Bq,detached duplex,"utako, utako, abuja",780000000.0,high,5.0,5.0,156000000.0,,2026-01-25,NaT,Abuja
7713,Lovely 4 Bedroom Terrace With A Penthouse,flat/apartment,"egbu owerri, owerri municipal, imo",99000000.0,high,4.0,4.0,24750000.0,,2026-01-25,NaT,Imo
7714,Brand New 3 Bedroom Terrace Duplex,house,"owerri north, owerri municipal, imo",78000000.0,high,3.0,3.0,26000000.0,,2026-01-25,NaT,Imo
7715,Luxury 5 Bedroom Duplex,house,"new owerri, owerri municipal, imo",320000000.0,high,5.0,5.0,64000000.0,,2026-01-25,NaT,Imo
